,id,trade_date,payment_date,account,trade_type,asset_id,quantity,price,commission,other_charges,trade_comments
0,1,2021-03-15,2021-03-15,AJ,Transfer,9926.HK,34000.0,44.0,0.0,0.0,Subscription in-kind Feb 2021
1,2,2021-03-15,2021-03-15,AJ,Transfer,9988.HK,23585.0,226.0,0.0,0.0,Subscription in-kind Jan 2021 17285 + Subscription in-kind Feb 2021 6300
2,3,2021-03-15,2021-03-15,AJ,Transfer,6160.HK,6700.0,189.1,0.0,0.0,Subscription in-kind Jan 2021
3,4,2021-03-15,2021-03-15,AJ,Transfer,1801.HK,17500.0,78.6,0.0,0.0,Subscription in-kind Feb 2021
4,5,2021-03-15,2021-03-15,AJ,Transfer,1797.HK,74500.0,18.74,0.0,0.0,Subscription in-kind Jan 2021
5,6,2021-03-15,2021-03-15,AJ,Transfer,3690.HK,13352.0,333.0,0.0,0.0,Subscription in-kind Jan 2021
6,7,2021-03-15,2021-03-15,AJ,Transfer,3759.HK,11700.0,126.1,0.0,0.0,Subscription in-kind Feb 2021
7,8,2021-03-15,2021-03-15,AJ,Transfer,1877.HK,24400.0,75.3,0.0,0.0,Subscription in-kind Jan 2021
8,9,2021-03-15,2021-03-15,AJ,Transfer,1177.HK,305000.0,8.37,0.0,0.0,Subscription in-kind Feb 2021
9,10,2021-03-15,2021-03-15,AJ,Transfer,0410.HK,108000.0,2.65,0.0,0.0,Subscription in-kind Feb 2021
10,11,2021-03-15,2021-03-15,AJ,Transfer,0700.HK,18684.0,650.5,0.0,0.0,Subscription in-kind Jan 2021
11,12,2021-03-15,2021-03-15,AJ,Transfer,1565.HK,791600.0,1.76,0.0,0.0,Subscription in-kind Jan 2021 30600 + Subscription in-kind Feb 2021 761000
12,13,2021-03-15,2021-03-15,AJ,Transfer,1873.HK,177000.0,6.54,0.0,0.0,Subscription in-kind Feb 2021 85000 + Subscription in-kind Jan 2021 92000
13,14,2021-03-15,2021-03-15,AJ,Transfer,2269.HK,14400.0,91.2,0.0,0.0,Subscription in-kind Feb 2021
14,15,2021-03-15,2021-03-15,AJ,Transfer,1810.HK,118800.0,22.75,0.0,0.0,Subscription in-kind Jan 2021
15,16,2021-03-15,2021-03-15,IB,Transfer,BABA,1368.0,231.87,0.0,0.0,Subscription in-kind
16,17,2021-03-15,2021-03-15,IB,Transfer,GOOGL,80.0,2050.0,0.0,0.0,Subscription in-kind
17,18,2021-03-15,2021-03-15,IB,Transfer,GOOG,344.0,2061.92,0.0,0.0,Subscription in-kind
18,19,2021-03-15,2021-03-15,IB,Transfer,AMZN,114.0,3089.49,0.0,0.0,Subscription in-kind
19,20,2021-03-15,2021-03-15,IB,Trade,AMZN,32.0,3049.76,0.0,1.0,
20,21,2021-03-15,2021-03-15,IB,Transfer,AAPL,2565.0,121.03,0.0,0.0,Subscription in-kind
21,22,2021-03-15,2021-03-15,IB,Trade,AAPL,2040.0,122.919167,0.0,9.57,
22,23,2021-03-15,2021-03-15,IB,Transfer,BGNE,610.0,321.7,0.0,0.0,Subscription in-kind
23,24,2021-03-15,2021-03-15,IB,Transfer,FB,5000.0,268.4,0.0,0.0,Subscription in-kind
24,25,2021-03-15,2021-03-15,IB,Transfer,IH,1290.0,15.92,0.0,0.0,Subscription in-kind
25,26,2021-03-15,2021-03-15,IB,Trade,ISRG,156.0,733.99,0.0,0.0,
26,27,2021-03-15,2021-03-15,IB,Transfer,JD,2590.0,84.02,0.0,0.0,Subscription in-kind
27,28,2021-03-15,2021-03-15,IB,Transfer,JMIA,6500.0,47.92,0.0,0.0,Subscription in-kind
28,29,2021-03-15,2021-03-15,IB,Transfer,MSFT,2550.0,235.75,0.0,0.0,Subscription in-kind
29,30,2021-03-15,2021-03-15,IB,Trade,MSFT,429.0,233.086247,0.0,2.14,
30,31,2021-03-15,2021-03-15,IB,Transfer,EDU,3060.0,17.64,0.0,0.0,Subscription in-kind
31,32,2021-03-15,2021-03-15,IB,Trade,NVDA,288.0,521.97753,0.0,1.42,
32,33,2021-03-15,2021-03-15,IB,Transfer,PDD,2115.0,161.06,0.0,0.0,Subscription in-kind
33,34,2021-03-15,2021-03-15,IB,Transfer,TAL,1375.0,70.2,0.0,0.0,Subscription in-kind
34,35,2021-03-15,2021-03-15,IB,Transfer,TSLA,70.0,693.73,0.0,0.0,Subscription in-kind
35,36,2021-03-15,2021-03-15,IB,Transfer,TCOM,2900.0,43.38,0.0,0.0,Subscription in-kind
36,37,2021-03-15,2021-03-15,IB,Transfer,UBER,4403.0,60.35,0.0,0.0,Subscription in-kind
37,38,2021-03-15,2021-03-15,IB,Transfer,DIS,3329.0,197.16,0.0,0.0,Subscription in-kind
38,39,2021-03-15,2021-03-15,IB,Transfer,DAO,5070.0,33.05,0.0,0.0,Subscription in-kind
39,40,2021-03-15,2021-03-15,IB,Trade,ARKQ,2000.0,86.05,0.0,0.0,
40,41,2021-03-15,2021-03-15,IB,Transfer,ARKG,1500.0,91.8,0.0,0.0,Subscription in-kind
41,42,2021-03-22,2021-03-22,IB,Trade,AMZN,48.0,3106.22,0.0,1.0,
42,43,2021-03-22,2021-03-22,IB,Trade,AAPL May21'21 115 Put,-21.0,3.8,0.0,15.63,
43,44,2021-03-22,2021-03-22,IB,Trade,GOOG May21'21 1930 Put,-1.0,57.3,0.0,1.21,
44,45,2021-03-24,2021-03-24,AJ,Trade,1873.HK,56000.0,6.87,461.66,433.87,
45,46,2021-03-24,2021-03-24,AJ,Trade,2269.HK,4500.0,87.3,471.42,442.89,
46,47,2021-03-29,2021-03-29,AJ,Trade,1797.HK,46500.0,17.0,948.6,891.4,
47,48,2021-03-29,2021-03-29,IB,Trade,BIDU,495.0,199.88,0.0,2.48,
48,49,2021-03-29,2021-03-29,IB,Trade,GOTU,2990.0,33.9966555,0.0,14.95,
49,50,2021-03-29,2021-03-29,IB,Trade,TAL,925.0,54.8110811,0.0,4.63,
50,51,2021-03-29,2021-03-29,IB,Trade,DAO May21'21 25 Call,30.0,2.8236667,0.0,22.01,
51,52,2021-04-01,2021-04-01,IB,Trade,BIDU,311.0,225.6607074,0.0,1.5599986,
52,53,2021-04-05,2021-04-05,IB,Trade,ARKQ,1157.0,86.477554,0.0,5.780022,
53,54,2021-04-05,2021-04-05,IB,Trade,ARKG,1099.0,90.9774977,0.0,5.5000277,
54,55,2021-04-05,2021-04-05,IB,Trade,ARKF,1890.0,52.7851746,0.0,9.450006,
55,56,2021-04-07,2021-04-07,IB,Trade,700 Jul29'21 730 Call TENCENT HOLDINGS LTD,-70.0,19.0,0.0,476.0,
56,57,2021-04-09,2021-04-09,IB,Trade,GOTU,3530.0,28.1263626,0.0,17.650022,
57,58,2021-04-12,2021-04-12,IB,Trade,TSLA May21'21 620 Put,-5.0,25.15,0.0,3.95,
58,59,2021-04-12,2021-04-12,IB,Trade,BABA May21'21 200 Put,-5.0,1.35,0.0,3.69,
59,60,2021-04-12,2021-04-12,IB,Trade,AAPL May21'21 150 Call,-46.0,0.73,0.0,50.9,
60,61,2021-04-12,2021-04-12,IB,Trade,GOOG May21'21 2500 Call,-3.0,12.9,0.0,2.29,
61,62,2021-04-12,2021-04-12,IB,Trade,FB May21'21 260 Put,-50.0,1.5964,0.0,36.91,
62,63,2021-04-12,2021-04-12,IB,Trade,IH,1655.0,12.0518677,0.0,8.2789565,
63,64,2021-04-01,,IB,Transfer,AMZN,64.0,3094.08,,,
64,65,2021-04-01,,IB,Transfer,ARKF,2000.0,51.1,,,
65,66,2021-04-01,,IB,Transfer,ASML,736.0,617.36,,,
66,67,2021-04-01,,IB,Transfer,BGNE,294.0,348.08,,,
67,68,2021-04-01,,IB,Transfer,BIDU,1090.0,217.55,,,
68,69,2021-04-01,,IB,Transfer,CNK,10000.0,20.41,,,
69,70,2021-04-01,,IB,Transfer,DAO,21431.0,23.82,,,
70,71,2021-04-01,,IB,Transfer,DIS,690.0,184.52,,,
71,72,2021-04-01,,IB,Transfer,EDU,7820.0,14.0,,,
72,73,2021-04-01,,IB,Transfer,IBUY,2080.0,124.18,,,
73,74,2021-04-01,,IB,Transfer,IH,4705.0,12.51,,,
74,75,2021-04-01,,IB,Transfer,ISRG,288.0,738.94,,,
75,76,2021-04-01,,IB,Transfer,JD,700.0,84.33,,,
76,77,2021-04-01,,IB,Transfer,JMIA,4273.0,35.46,,,
77,78,2021-04-01,,IB,Transfer,LAIX,19324.0,2.52,,,
78,79,2021-04-01,,IB,Transfer,NVDA,185.0,533.93,,,
79,80,2021-04-01,,IB,Transfer,SPCE,11408.0,30.63,,,
80,81,2021-04-01,2021-04-13,IB,Transfer,TAL,7835.0,53.85,0.0,0.0,
81,82,2021-04-01,,IB,Transfer,WISH,2000.0,15.8,,,
82,83,2021-04-16,2021-04-16,IB,Trade,SPCE Jul16'21 20 Put,-50.0,2.38120005,0.0,39.24,
83,84,2021-04-21,2021-04-21,LIABILITY,Subscription,LIABILITY-SHAREHOLDER-HKD,-3000000.0,1.0,0.0,0.0,Terry转入DBS 300万港币，5月1号申购
84,85,2021-04-22,2021-04-22,LIABILITY,Subscription,LIABILITY-SHAREHOLDER-HKD,-2960000.0,1.0,0.0,0.0,Terry转入DBS 296万港币，5月1号申购
85,86,2021-04-23,2021-04-23,AJ,Trade,1873.HK,32000.0,6.37,244.61,229.88,
86,87,2021-04-23,2021-04-23,AJ,Trade,1877.HK,-4800.0,81.25,468.0,439.53,
87,88,2021-04-23,2021-04-23,AJ,Trade,3759.HK,-900.0,155.2,167.62,157.73,
88,89,2021-04-23,2021-04-23,AJ,Trade,9926.HK,-5000.0,55.35,332.1,312.15,
89,90,2021-04-23,2021-04-23,IB,Trade,2269(WXB)May28'21 115 Call,-8.0,6.25,0.0,74.0,
90,91,2021-04-23,2021-04-23,AJ,Trade,1565.HK,300000.0,1.588767,571.96,537.53,
91,92,2021-04-23,2021-04-23,LIABILITY,Subscription,LIABILITY-SHAREHOLDER-USD,-379998.07,1.0,0.0,0.0,Terry转入DBS 38万美金，5月1号申购
92,93,2021-04-23,2021-04-23,IB,Trade,LAIX,10000.0,1.946757,0.0,50.0,
93,94,2021-04-23,2021-04-23,IB,Trade,IH,1000.0,12.2795,0.0,5.0,
94,95,2021-04-23,2021-04-23,IB,Trade,GOTU,3800.0,27.19,0.0,19.0,
95,96,2021-04-23,2021-04-23,IB,Trade,EDU,15000.0,16.22,0.0,75.0,
96,97,2021-04-27,2021-04-27,IB,Trade,700 May28'21 620 Put TENCENT HOLDINGS LTD,-36.0,18.59,0.0,241.85,
97,98,2021-04-27,2021-04-27,IB,Trade,ARKG Jun18'21 90 Put,-20.0,4.66,0.0,14.9,
98,99,2021-04-27,2021-04-28,IB,Trade,LAIX,10000.0,2.1057705,0.0,50.0,
99,100,2021-04-27,2021-04-28,IB,Trade,IH,1000.0,13.0701933,0.0,5.0,
100,101,2021-04-27,2021-04-28,IB,Trade,GOOG May28'21 2330 Put,-2.0,83.5,0.0,1.84,
101,102,2021-04-27,2021-04-28,IB,Trade,SE May28'21 270 Put,-5.0,15.8,0.0,6.35,
102,103,2021-04-27,2021-04-28,IB,Trade,BABA May28'21 235 Call,-6.0,8.67,0.0,4.52,
103,105,2021-04-30,2021-04-30,IB,Trade,GOOG,90.0,2403.54,0.0,1.0,
104,106,2021-04-30,2021-04-30,IB,Trade,IH,800.0,12.935,0.0,4.0,
105,107,2021-04-30,2021-04-30,IB,Trade,LAIX,10000.0,2.066846,0.0,50.0,
106,108,2021-05-04,2021-05-04,IB,Trade,FB Jun18'21 320 Put,-10.0,12.61,0.0,7.626681,
107,109,2021-05-04,2021-05-04,IB,Trade,GOOG Jun18'21 2300 Put,-1.0,46.52,0.0,1.1876092,
108,110,2021-05-04,2021-05-04,IB,Trade,TWTR,2000.0,54.587775,0.0,10.0,
109,111,2021-05-04,2021-05-04,IB,Trade,UVXY,25000.0,4.79,0.0,125.0,
110,112,2021-05-06,2021-05-06,摩根,Transfer,0700.HK,2000.0,623.0,0.0,0.0,Subscription in-kind May 2021
111,113,2021-05-06,2021-05-06,摩根,Transfer,1797.HK,19500.0,14.94,0.0,0.0,Subscription in-kind May 2021
112,114,2021-05-06,2021-05-06,摩根,Transfer,1810.HK,48200.0,24.6,0.0,0.0,Subscription in-kind May 2021
113,115,2021-05-06,2021-05-06,摩根,Transfer,9988.HK,9000.0,225.0,0.0,0.0,Subscription in-kind May 2021
114,116,2021-05-06,2021-05-06,LIABILITY,Subscription,LIABILITY-SHAREHOLDER-HKD,-4748050.0,1.0,0.0,0.0,IB-Terry港股转入摩根，5月1号申购
115,117,2021-05-07,2021-05-07,LIABILITY,Subscription,LIABILITY-SHAREHOLDER-USD,-105165.0,1.0,0.0,0.0,IB-Terry美股转入摩根，5月1号申购
116,118,2021-05-07,2021-05-07,摩根,Transfer,BIDU,500.0,210.33,0.0,0.0,Subscription in-kind May 2021
117,119,2021-05-11,2021-05-11,IB,Trade,3690 Sep29'21 200 Put,-14.0,9.8,0.0,179.2,
118,120,2021-05-11,2021-05-11,IB,Trade,9618 Sep29'21 250 Put,-10.0,12.51,0.0,155.1,
119,121,2021-05-10,2021-05-10,LIABILITY,Subscription,LIABILITY-SHAREHOLDER-HKD,-6500000.0,1.0,0.0,0.0,IB-Terry转入IB-Skydog 650万港币，5月1号申购
120,122,2021-05-01,2021-05-01,LIABILITY,Subscription,LIABILITY-SHAREHOLDER-HKD,3000000.0,1.0,0.0,0.0,Terry转入DBS 300万港币，5月1号申购
121,123,2021-05-01,2021-05-01,LIABILITY,Subscription,LIABILITY-SHAREHOLDER-HKD,2960000.0,1.0,0.0,0.0,Terry转入DBS 296万港币，5月1号申购
122,124,2021-05-01,2021-05-01,LIABILITY,Subscription,LIABILITY-SHAREHOLDER-HKD,4748050.0,1.0,0.0,0.0,IB-Terry港股转入摩根，5月1号申购
123,125,2021-05-01,2021-05-01,LIABILITY,Subscription,LIABILITY-SHAREHOLDER-USD,379998.07,1.0,0.0,0.0,Terry转入DBS 38万美金，5月1号申购
124,126,2021-05-01,2021-05-01,LIABILITY,Subscription,LIABILITY-SHAREHOLDER-USD,105165.0,1.0,0.0,0.0,IB-Terry美股转入摩根，5月1号申购
125,127,2021-05-11,2021-05-11,IB,Trade,ARKQ Sep17'21 70 Put,-25.0,3.4,0.0,34.81,
126,128,2021-05-11,2021-05-11,IB,Trade,SHOP Sep17'21 980 Put,-1.0,65.1,0.0,2.08,
127,129,2021-05-11,2021-05-11,IB,Trade,MSFT Sep17'21 225 Put,-5.0,7.05,0.0,3.75,
128,130,2021-05-11,2021-05-11,IB,Trade,ARKF Oct15'21 40 Put,-24.0,1.96,0.0,17.74,
129,131,2021-05-01,2021-05-01,LIABILITY,Subscription,LIABILITY-SHAREHOLDER-HKD,6500000.0,1.0,0.0,0.0,IB-Terry转入IB-Skydog 650万港币，5月1号申购
130,132,2021-05-12,2021-05-12,IB,Income,ASML,0.0,0.0,0.0,-1169.68,
131,133,2021-05-13,2021-05-13,IB,Income,AAPL,0.0,0.0,0.0,-709.17,
132,134,2021-05-14,2021-05-14,IB,Trade,9618 Sep29'21 260 Put,-12.0,18.8,0.0,261.6,
133,135,2021-05-14,2021-05-14,IB,Trade,9618 Sep29'21 235 Put,-9.0,9.3,0.0,110.7,
134,137,2021-05-14,2021-05-14,IB,Trade,TME Oct15'21 16 Call,120.0,1.5896667,0.0,130.86,
135,138,2021-05-14,2021-05-14,IB,Trade,TSLA Sep17'21 550 Put,-3.0,68.63,0.0,2.66,
136,139,2021-05-14,2021-05-14,IB,Expense,BABA,0.0,0.0,0.0,27.68,
137,140,2021-05-19,2021-05-19,IB,Trade,WISH,2320.0,8.64,0.0,11.6,投机买入
138,141,2021-05-19,2021-05-19,IB,Trade,CNK,-10000.0,21.56427105,0.0,52.29,投机结束，清仓
139,142,2021-05-19,2021-05-19,IB,Trade,PDD Jun18'21 110 Put,-12.0,3.47,0.0,8.91,Sell Put 增加风险敞口
140,143,2021-05-19,2021-05-19,IB,Trade,AAPL Jun18'21 120 Put,-14.0,2.63,0.0,10.37,Sell Put 增加风险敞口
141,144,2021-05-19,2021-05-19,IB,Trade,AMZN Jun18'21 3200 Put,-1.0,94.75,0.0,1.79,Sell Put 增加风险敞口
142,145,2021-05-19,2021-05-19,IB,Trade,IH,1300.0,9.9830769,0.0,6.5,按配置计划加仓，买入2万美金
143,146,2021-05-21,2021-05-21,IB,Trade,AAPL May21'21 115 Put,21.0,0.0,0.0,0.0,
144,147,2021-05-21,2021-05-21,IB,Trade,AAPL May21'21 150 Call,46.0,0.0,0.0,0.0,
145,148,2021-05-21,2021-05-21,IB,Trade,BABA May21'21 200 Put,5.0,0.0,0.0,0.0,
146,149,2021-05-21,2021-05-21,IB,Trade,DAO May21'21 25 Call,-30.0,0.0,0.0,0.0,
147,150,2021-05-21,2021-05-21,IB,Trade,FB May21'21 260 Put,50.0,0.0,0.0,0.0,
148,151,2021-05-21,2021-05-21,IB,Trade,GOOG May21'21 1930 Put,1.0,0.0,0.0,0.0,
149,152,2021-05-21,2021-05-21,IB,Trade,GOOG May21'21 2500 Call,3.0,0.0,0.0,0.0,
150,153,2021-05-21,2021-05-21,IB,Trade,TSLA May21'21 620 Put,5.0,0.0,0.0,0.0,
151,154,2021-05-21,2021-05-21,IB,Trade,TSLA,500.0,620.0,0.0,0.0,行权买入
152,156,2021-05-28,2021-05-28,IB,Trade,TSLA,-138.0,628.5,0.0,1.46,速缩小，未来不确定性增大，减仓到1%
153,157,2021-05-28,2021-05-28,IB,Trade,2269(WXB)May28'21 115 Call,8.0,0.0,0.0,16.0,期权到期
154,158,2021-05-28,2021-05-28,IB,Trade,700 May28'21 620 Put TENCENT HOLDINGS LTD,36.0,0.0,0.0,72.0,期权到期
155,159,2021-05-28,2021-05-28,IB,Trade,2269.HK,-4000.0,115.0,400.7,472.42,行权卖出
156,160,2021-05-28,2021-05-28,IB,Trade,0700.HK,3600.0,620.0,1942.34,2292.26,行权买入
157,161,2021-05-28,2021-05-28,IB,Trade,BABA May28'21 235 Call,6.0,0.0,0.0,0.0,期权到期
158,162,2021-05-28,2021-05-28,IB,Trade,GOOG May28'21 2330 Put,2.0,0.0,0.0,0.0,期权到期
159,163,2021-05-28,2021-05-28,IB,Trade,SE May28'21 270 Put,5.0,0.0,0.0,0.0,期权到期
160,164,2021-05-28,2021-05-28,IB,Trade,SE,500.0,270.0,0.0,0.0,行权买入
161,165,2021-06-01,2021-06-01,IB,Trade,1177 Aug30'21 8.75 Call,-18.0,0.48,0.0,140.4,超配，通过sell call减掉10万美金
162,166,2021-06-07,2021-06-07,摩根,Income,0700.HK,0.0,0.0,0.0,-3200.0,
163,167,2021-06-08,2021-06-08,AJ,Income,0700.HK,0.0,0.0,0.0,-29464.43,
164,168,2021-06-10,2021-06-10,IB,Income,MSFT,0.0,0.0,0.0,-1167.77,
165,169,2021-06-15,2021-06-15,IB,Expense,LAIX,0.0,0.0,0.0,986.48,
166,170,2021-06-18,2021-06-18,IB,Trade,AAPL Jun18'21 120 Put,14.0,0.0,0.0,0.0,
167,171,2021-06-18,2021-06-18,IB,Trade,AMZN Jun18'21 3200 Put,1.0,0.0,0.0,0.0,
168,172,2021-06-18,2021-06-18,IB,Trade,ARKG Jun18'21 90 Put,20.0,0.0,0.0,0.0,
169,173,2021-06-18,2021-06-18,IB,Trade,FB Jun18'21 320 Put,10.0,0.0,0.0,0.0,
170,174,2021-06-18,2021-06-18,IB,Trade,GOOG Jun18'21 2300 Put,1.0,0.0,0.0,0.0,
171,175,2021-06-18,2021-06-18,IB,Trade,PDD Jun18'21 110 Put,12.0,0.0,0.0,0.0,
172,176,2021-06-18,2021-06-18,IB,Trade,ARKG,2000.0,90.0,0.0,0.0,期权到期买入
173,177,2021-06-23,2021-06-23,AJ,Trade,9618.HK,3400.0,286.8,1170.14,1099.85,季度再平衡
174,178,2021-06-23,2021-06-23,AJ,Trade,3690.HK,1800.0,294.6,636.34,598.34,季度再平衡
175,179,2021-06-23,2021-06-23,AJ,Trade,2269.HK,-3500.0,136.6,573.72,539.73,季度再平衡
176,180,2021-06-23,2021-06-23,AJ,Trade,3759.HK,-3400.0,206.0,840.48,789.95,季度再平衡
177,181,2021-06-23,2021-06-23,AJ,Trade,1873.HK,-116500.0,10.236309,1431.04,1344.4585,季度再平衡
178,182,2021-06-23,2021-06-23,IB,Trade,AMZN,83.0,3505.0,0.0,1.0,季度再平衡
179,183,2021-06-23,2021-06-23,IB,Trade,AAPL,1333.0,133.75,0.0,6.665,季度再平衡
180,184,2021-06-23,2021-06-23,IB,Trade,DIS,496.0,173.5,0.0,2.48,季度再平衡
181,185,2021-06-23,2021-06-23,IB,Trade,BGNE,-215.0,334.99,0.0,1.47,季度再平衡
182,186,2021-06-23,2021-06-23,IB,Trade,BABA,-490.0,214.31,0.0,3.04387069,季度再平衡
183,187,2021-06-23,2021-06-23,IB,Trade,SPCE,-7263.0,39.03,0.0,38.625,季度再平衡
184,188,2021-06-23,2021-06-23,IB,Trade,MSFT,-1050.0,265.5,0.0,6.8,季度再平衡
185,189,2021-06-23,2021-06-23,摩根,Transfer,PDD,2864.0,127.02,0.0,0.0,Subscription in-kind July 2021
186,190,2021-06-23,2021-06-23,LIABILITY,Subscription,LIABILITY-SHAREHOLDER-USD,-363785.28,1.0,0.0,0.0,Treasure Keeper美股转入摩根，7月1号申购
187,191,2021-06-28,2021-06-28,AJ,Trade,0410.HK,-108000.0,4.32,559.87,526.26,清仓
188,192,2021-06-30,2021-06-30,IB,Trade,JMIA,-1626.0,30.7649231,0.0,8.578615202,季度再平衡，卖出5万美元
189,193,2021-06-30,2021-06-30,IB,Trade,SHOP,33.0,1477.28,0.0,1.0,逐步建仓，首笔买入5万美元
190,194,2021-06-30,2021-06-30,IB,Trade,WISH,3828.0,13.0324817,0.0,19.14,配置到0.5%，买入5万美元
191,195,2021-06-30,2021-06-30,LIABILITY,Subscription,LIABILITY-SHAREHOLDER-USD,-540163.0,1.0,0.0,0.0,IB-terry美股转入摩根，7月1号申购
192,197,2021-07-02,2021-07-02,摩根,Transfer,ARKQ,4100.0,86.21,0.0,0.0,Subscription in-kind July 2021
193,198,2021-07-02,2021-07-02,摩根,Transfer,TAL,7400.0,25.23,0.0,0.0,Subscription in-kind July 2021
194,199,2021-07-01,2021-07-01,IB,Income,NVDA,0.0,0.0,0.0,-52.98,利息
195,200,2021-07-02,2021-07-02,AJ,Income,3759.HK,0.0,0.0,0.0,-3342.78,利息
196,201,2021-07-06,,IB,Expense,2269.HK,,,418.66,,卖空股票利息
197,202,2021-07-12,2021-07-12,AJ,Income,1873.HK,0.0,0.0,0.0,-1835.0,股票利息
198,203,2021-07-13,2021-07-13,IB,Trade,0700.HK,2800.0,556.5,1246.56,1601.07,腾讯经过一轮下跌，已经比较便宜，加仓到90%
199,204,2021-07-13,2021-07-13,AJ,Income,1177.HK,0.0,0.0,0.0,-11681.5,股票利息
200,205,2021-07-13,2021-07-13,IB,Trade,DIS,-4515.0,184.0,0.0,27.3492,流媒体赛道竞争太激烈，当前价格已经反应了比较高的预期，清仓
201,206,2021-07-13,2021-07-13,IB,Trade,SE,-500.0,278.73,0.0,3.27026,没有精力研究，替换成IBUY
202,207,2021-07-13,2021-07-13,IB,Trade,SHOP,-33.0,1492.59,0.0,1.25513,没有精力研究，替换成IBUY
203,208,2021-07-13,2021-07-13,IB,Trade,IBUY,1500.0,128.0,0.0,7.5,SE和SHOP换股
204,209,2021-07-13,2021-07-13,IB,Trade,TSLA,-432.0,686.49,0.0,3.72388,自动驾驶赛道暂时先配置DRIV，TSLA换成DRIV
205,210,2021-07-13,2021-07-13,IB,Trade,DRIV,10000.0,28.35,0.0,50.0,自动驾驶赛道暂时先配置DRIV，TSLA换成DRIV
206,211,2021-07-13,2021-07-13,IB,Trade,ARKQ,-3157.0,83.19,0.0,17.5001,将ARKQ换成ARKK
207,212,2021-07-13,2021-07-13,摩根,Trade,ARKQ,-4100.0,83.19,0.0,513.36,将ARKQ换成ARKK
208,213,2021-07-13,2021-07-13,IB,Trade,ARKF,-3890.0,52.55,0.0,20.9554,将ARKF换成ARKK
209,214,2021-07-13,2021-07-13,IB,Trade,ARKG,-4599.0,88.435,0.0,25.6165,将ARKG换成ARKK
210,215,2021-07-13,2021-07-13,IB,Trade,ARKK,9000.0,124.49,0.0,45.0,将ARK基金简化成ARKK，其他清仓
211,216,2021-07-13,2021-07-13,IB,Trade,SPCE Oct15'21 30 Put,-30.0,3.8,0.0,21.3521,恢复风险敞口到1%
212,217,2021-07-13,2021-07-13,IB,Trade,SPCE Oct15'21 30 Put,-10.0,3.45,0.0,7.1156,恢复风险敞口到1%
213,218,2021-07-02,2021-07-02,LIABILITY,Subscription,LIABILITY-SHAREHOLDER-USD,363785.28,1.0,0.0,0.0,Treasure Keeper美股转入摩根，7月1号申购
